City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Port Hedland,AU,-20.3167,118.5667,57.25,82,0,2.3,clear sky
344,Murgab,TM,37.4966,61.9714,78.67,34,0,4.61,clear sky
345,Leh,IN,34.1667,77.5833,63.75,43,29,6.04,scattered clouds
346,Molteno,ZA,-31.3968,26.3625,56.43,26,13,7.07,few clouds
347,Aykhal,RU,66.0,111.5,42.66,92,87,19.24,light rain
348,Tessalit,ML,20.1986,1.0114,86.85,42,93,12.75,light rain
349,Le Port,RE,-20.9373,55.2919,71.62,78,17,3.4,light rain
350,Port Hardy,CA,50.6996,-127.4199,60.98,88,75,8.05,broken clouds
351,Quang Ngai,VN,15.1167,108.8,78.75,87,95,3.91,overcast clouds
352,Rexburg,US,43.826,-111.7897,70.43,39,0,12.66,clear sky
353,Pergamino,AR,-33.89,-60.5736,59.18,27,0,8.01,clear sky
354,Juneau,US,58.3019,-134.4197,55.4,100,100,6.91,moderate rain
355,Kabalo,CD,-6.05,26.9167,77.38,60,59,4.81,broken clouds
356,Sinnamary,GF,5.3833,-52.95,83.1,74,77,10.89,broken clouds
357,Caxito,AO,-8.5785,13.6643,71.73,79,91,6.98,overcast clouds
358,Nara,JP,34.6851,135.8049,72.5,50,6,2.59,clear sky
359,Vangaindrano,MG,-23.35,47.6,65.48,88,1,4.27,clear sky
360,Waingapu,ID,-9.6567,120.2641,75.15,85,23,6.91,few clouds
361,Mandalgovi,MN,45.7625,106.2708,48.0,81,0,5.26,clear sky
362,Mutoko,ZW,-17.397,32.2268,62.62,36,1,5.79,clear sky
363,Ust-Nera,RU,64.5667,143.2,44.44,87,66,1.95,broken clouds
364,Sept-Iles,CA,50.2001,-66.3821,66.72,65,75,13.8,broken clouds
365,Lubsko,PL,51.7847,14.972,66.88,82,84,7.67,broken clouds
366,Aberystwyth,GB,52.4155,-4.0829,69.89,68,100,4.63,overcast clouds
367,Loa Janan,ID,-0.583,117.095,72.86,99,89,1.63,overcast clouds
368,Anadyr,RU,64.75,177.4833,45.1,93,20,4.47,fog
369,Ambilobe,MG,-13.2,49.05,69.01,80,31,1.79,scattered clouds
370,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,93.76,22,74,3.85,broken clouds
371,Vila Velha,BR,-20.3297,-40.2925,82.35,75,0,14.97,clear sky
372,Port Pirie,AU,-33.1833,138.0167,54.19,55,69,5.19,broken clouds
373,Channel-Port Aux Basques,CA,47.5702,-59.1367,66.0,65,5,12.77,clear sky
374,Alofi,NU,-19.0595,-169.9187,62.49,94,58,1.14,broken clouds
375,Tual,ID,-5.6667,132.75,79.74,87,97,14.38,overcast clouds
376,Bambous Virieux,MU,-20.3428,57.7575,72.21,87,25,11.72,light rain
377,Matagami,CA,49.7502,-77.6328,64.51,88,75,12.66,light rain
378,Kalmar,SE,56.6616,16.3616,67.96,93,75,11.5,broken clouds
379,Oga,IT,46.4631,10.347,70.48,80,84,3.27,broken clouds
380,Qaqortoq,GL,60.7167,-46.0333,42.58,82,100,2.55,overcast clouds
381,Khash,IR,28.2211,61.2158,74.93,10,0,8.68,clear sky
382,Yenagoa,NG,4.9247,6.2642,77.25,80,100,4.65,overcast clouds
383,Port Hawkesbury,CA,45.6169,-61.3485,73.89,54,0,8.05,clear sky
384,Port Shepstone,ZA,-30.7414,30.455,66.85,85,77,14.41,light rain
385,Lagos,NG,6.5833,3.75,80.92,83,70,5.26,broken clouds
386,Scarborough,GB,54.2797,-0.4044,64.78,80,92,1.99,overcast clouds
387,Bassila,BJ,9.0081,1.6654,72.37,95,99,4.14,light rain
388,Tiarei,PF,-17.5333,-149.3333,75.22,76,3,5.66,clear sky
389,Santa Maria,BR,-29.6842,-53.8069,56.5,47,75,6.91,broken clouds
390,Pasir Gudang,MY,1.4584,103.8805,79.0,87,0,2.3,clear sky
391,Mildura,AU,-34.2,142.15,55.08,68,57,18.95,broken clouds
392,Rosetown,CA,51.5501,-108.0014,61.66,88,100,18.41,overcast clouds
393,Imeni Babushkina,RU,59.7573,43.1285,67.26,60,2,5.41,clear sky
394,Litovko,RU,49.2361,135.1742,48.52,92,7,1.34,clear sky
395,Camana,PE,-16.6228,-72.7111,64.94,70,100,9.6,overcast clouds
396,Lidkoping,SE,58.5052,13.1577,57.22,93,100,14.27,light rain
397,Kloulklubed,PW,7.0419,134.2556,84.13,74,83,12.82,broken clouds
398,Nelson Bay,AU,-32.7167,152.15,58.08,94,38,10.0,scattered clouds
399,Taywarah,AF,33.35,64.4167,55.02,14,0,6.98,clear sky
400,Mount Pleasant,US,32.7941,-79.8626,87.94,81,20,11.5,few clouds
401,Gualaco,HN,15.05,-86.05,89.44,71,67,3.09,broken clouds
402,Matay,EG,28.419,30.7792,94.33,30,0,14.29,clear sky
403,Pitsunda,GE,43.1592,40.3378,77.18,73,0,3.13,clear sky
404,Boguchany,RU,58.3814,97.4531,43.09,97,99,4.5,light rain
405,Yakeshi,CN,49.2833,120.7333,48.79,77,39,3.65,scattered clouds
406,Rossland,CA,49.0831,-117.8022,66.9,36,55,2.51,broken clouds
407,Mul,IN,20.0667,79.6667,77.41,91,98,3.91,moderate rain
408,Sulangan,PH,11.1373,123.7228,83.53,74,11,5.57,few clouds
409,Ponta Do Sol,PT,32.6667,-17.1,75.0,64,64,4.12,broken clouds
410,Ville-Marie,CA,47.3335,-79.433,77.79,40,100,11.56,overcast clouds
411,Denpasar,ID,-8.65,115.2167,78.46,88,40,8.05,scattered clouds
412,Corinto,GR,37.9407,22.9573,82.89,61,5,2.77,clear sky
413,Sao Filipe,CV,14.8961,-24.4956,78.12,77,77,12.5,broken clouds
414,La Ronge,CA,55.1001,-105.2842,64.65,88,100,11.5,smoke
415,Gayny,RU,60.3071,54.3241,68.31,65,11,8.68,few clouds
416,Boquira,BR,-12.8231,-42.7306,89.2,21,7,4.88,clear sky
417,Shatrovo,RU,56.5167,64.6333,61.16,76,7,4.61,clear sky
418,Safaga,EG,26.7292,33.9365,90.43,54,28,4.81,scattered clouds
419,Mount Gambier,AU,-37.8333,140.7667,54.97,56,80,10.25,broken clouds
420,Chapais,CA,49.7834,-74.8492,73.18,39,99,15.12,overcast clouds
421,Anda,CN,46.4,125.3167,59.95,88,100,8.21,overcast clouds
422,Byron Bay,AU,-28.65,153.6167,54.95,85,57,5.93,light rain
423,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,75,6.91,broken clouds
424,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,65,20,15.17,few clouds
425,Carutapera,BR,-1.195,-46.02,85.82,62,89,11.86,overcast clouds
426,Saint George,US,37.1041,-113.5841,93.43,26,0,4.61,clear sky
427,Butterworth,MY,5.3991,100.3638,79.0,97,40,5.01,light rain
428,Lichuan,CN,30.3,108.85,68.58,95,100,4.61,overcast clouds
429,Norman Wells,CA,65.282,-126.8329,59.04,82,75,4.61,broken clouds
430,Labuhan,ID,-6.8844,112.2051,76.17,73,90,10.69,overcast clouds
431,Kelo,TD,9.3086,15.8066,69.28,97,100,4.65,overcast clouds
432,Bilibino,RU,68.0546,166.4372,47.26,70,86,2.71,overcast clouds
433,Tartagal,AR,-22.5164,-63.8013,61.88,25,100,9.55,overcast clouds
434,Kozhevnikovo,RU,56.2589,83.9714,56.25,83,100,9.19,overcast clouds
435,Denizli,TR,37.8402,29.0698,84.9,42,37,7.02,scattered clouds
436,Noboribetsu,JP,42.4514,141.1731,62.33,79,7,6.85,clear sky
437,Salme,NP,28.0369,85.0942,64.69,91,83,1.86,broken clouds
438,Isangel,VU,-19.55,169.2667,72.9,78,100,13.53,overcast clouds
439,Ngunguru,NZ,-35.6167,174.5,55.96,72,27,15.17,scattered clouds
440,La Fria,VE,8.2203,-72.2439,91.51,50,86,6.4,overcast clouds
441,Vryburg,ZA,-26.9566,24.7284,69.6,20,0,8.57,clear sky
442,Ranavav,IN,21.6842,69.7408,80.28,73,100,7.52,overcast clouds
443,Guymon,US,36.6828,-101.4816,90.88,30,0,6.4,clear sky
444,Pevek,RU,69.7008,170.3133,39.13,78,45,5.32,scattered clouds
445,Nioro,GM,13.35,-15.75,82.62,83,95,4.68,moderate rain
446,Konstantinovka,RU,49.6167,127.9833,59.99,73,100,5.64,overcast clouds
447,Luanda,AO,-8.8368,13.2343,71.6,78,75,3.44,broken clouds
448,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,68,69,10.85,broken clouds
449,Bonavista,CA,48.6499,-53.1147,64.6,62,10,8.03,clear sky
450,Narrabri,AU,-30.3167,149.7833,53.76,79,16,7.43,few clouds
451,Kaputa,ZM,-8.4689,29.6619,76.89,46,20,3.98,few clouds
452,Sorland,NO,67.667,12.6934,51.66,82,99,17.74,overcast clouds
453,Santa,PH,17.486,120.4348,78.67,86,100,2.98,overcast clouds
454,Sakaraha,MG,-22.9,44.5333,69.78,38,4,9.44,clear sky
455,Challapata,BO,-18.9,-66.7667,57.34,27,100,19.95,overcast clouds
456,Yerbogachen,RU,61.2767,108.0108,39.85,95,86,8.99,overcast clouds
457,Monte Carmelo,BR,-18.7247,-47.4986,87.96,18,13,5.93,few clouds
458,Ahuimanu,US,21.4447,-157.8378,79.86,76,20,5.01,few clouds
459,Deputatskiy,RU,69.3,139.9,43.74,80,99,1.68,overcast clouds
460,Senj,HR,44.9894,14.9058,77.67,79,18,2.71,few clouds
461,Boyolangu,ID,-8.1181,111.8935,73.71,78,100,6.55,overcast clouds
462,Cairns,AU,-16.9167,145.7667,73.06,94,100,14.97,overcast clouds
463,Whyalla,AU,-33.0333,137.5833,54.19,73,38,8.79,scattered clouds
464,Mehamn,NO,71.0357,27.8492,51.75,82,75,5.75,broken clouds
465,Goderich,CA,43.7501,-81.7165,80.91,57,100,10.36,overcast clouds
466,Marzuq,YE,14.4,46.4667,83.71,42,52,4.94,broken clouds
467,Karratha,AU,-20.7377,116.8463,69.08,34,0,9.64,clear sky
468,Haflong,IN,25.1833,93.0333,71.76,88,85,1.68,overcast clouds
469,Kemin,KG,42.7846,75.6892,62.47,29,49,5.1,scattered clouds
470,Runcorn,GB,53.3417,-2.7312,73.26,60,20,3.44,few clouds
471,Amga,RU,60.8953,131.9608,47.75,77,82,2.21,broken clouds
472,Havelock,US,34.8791,-76.9013,87.93,74,40,12.66,scattered clouds
473,Horodok,UA,49.1637,26.5839,74.32,37,29,7.0,scattered clouds
474,Copiapo,CL,-27.3667,-70.3333,58.69,30,0,7.27,clear sky
475,Prince Rupert,CA,54.3161,-130.3201,59.09,90,100,12.66,overcast clouds
476,Ilulissat,GL,69.2167,-51.1,41.05,60,53,8.23,broken clouds
477,Marsa Matruh,EG,31.3525,27.2453,80.02,68,0,10.25,clear sky
478,Aitape,PG,-3.1374,142.3475,76.91,87,99,4.23,overcast clouds
479,Tauranga,NZ,-37.6861,176.1667,48.85,84,5,1.01,clear sky
480,Sainte-Thecle,CA,46.8168,-72.4991,73.45,55,37,8.08,scattered clouds
481,Caucaia,BR,-3.7361,-38.6531,89.31,60,0,14.97,clear sky
482,Esqueda,MX,30.7167,-109.5833,81.55,52,69,2.71,broken clouds
483,Aranos,NA,-24.1333,19.1167,71.58,16,0,8.93,clear sky
484,Stavern,NO,59.0,10.0333,67.17,67,99,17.54,overcast clouds
485,San Fernando,PH,15.0286,120.6898,78.53,96,75,3.36,broken clouds
486,Mount Isa,AU,-20.7333,139.5,71.37,73,75,5.75,light intensity shower rain
487,Matara,LK,5.9485,80.5353,77.54,88,85,9.82,overcast clouds
488,Tiznit,MA,29.5833,-9.5,72.37,64,19,7.85,few clouds
489,Mangalia,RO,43.8,28.5833,76.87,68,1,10.07,clear sky
490,Rauma,FI,61.1272,21.5113,57.24,70,100,13.31,light rain
491,Neosho,US,36.869,-94.368,87.08,70,89,8.01,overcast clouds
492,Eureka,US,40.8021,-124.1637,61.93,86,77,1.99,broken clouds
493,Half Moon Bay,US,37.4636,-122.4286,74.44,74,100,10.36,mist
494,Dali,CN,25.7,100.1833,63.07,95,100,4.18,overcast clouds
495,Brownsville,US,25.9018,-97.4975,93.09,64,36,5.99,scattered clouds
496,Tuatapere,NZ,-46.1333,167.6833,39.06,92,6,4.05,clear sky
497,Olinda,BR,-8.0089,-34.8553,80.33,69,20,13.8,few clouds
498,Ziro,IN,27.6333,93.8333,59.76,99,99,1.01,overcast clouds
499,Timra,SE,62.487,17.3257,60.67,51,75,10.36,broken clouds
500,Hibbing,US,47.4272,-92.9377,71.56,23,95,9.69,overcast clouds
501,Zaozhuang,CN,34.8647,117.5542,60.44,94,100,10.25,moderate rain
502,Nishihara,JP,26.1842,127.7558,84.25,84,40,3.44,scattered clouds
503,Acari,PE,-15.4311,-74.6158,74.7,49,52,9.28,broken clouds
504,Geraldton,AU,-28.7667,114.6,50.41,93,75,0.0,broken clouds
505,Bairiki,KI,1.3292,172.9752,80.6,78,40,11.5,scattered clouds
506,Sakakah,SA,29.9697,40.2064,96.37,12,3,8.03,clear sky
507,Irbit,RU,57.6705,63.071,59.65,60,18,5.75,few clouds
508,Mwene-Ditu,CD,-7.0,23.45,77.67,49,61,5.37,broken clouds
509,Mangai,CD,-4.05,19.5333,78.71,59,68,1.43,broken clouds
510,Mahajanga,MG,-15.7167,46.3167,73.42,83,20,3.44,few clouds
511,Zion,US,42.4461,-87.8328,88.27,70,88,1.99,overcast clouds
512,Brae,GB,60.3964,-1.353,51.78,69,4,9.46,clear sky
513,Yongan,CN,39.6957,113.6871,53.11,93,79,2.24,broken clouds
514,Piacabucu,BR,-10.4056,-36.4344,77.94,69,30,10.11,scattered clouds
515,Boli,CN,45.7667,130.5167,59.76,74,100,4.5,light rain
516,Jiancheng,CN,30.391,104.5491,68.4,91,100,12.84,overcast clouds
517,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,18.41,scattered clouds
518,Campbell River,CA,50.0163,-125.2446,65.73,67,75,6.91,broken clouds
519,Roald,NO,62.5833,6.1333,58.15,76,75,11.5,broken clouds
520,Kano,NG,12.0001,8.5167,71.49,94,20,6.91,few clouds
521,Amahai,ID,-3.3333,128.9167,76.62,89,95,1.9,overcast clouds
522,Bubaque,GW,11.2833,-15.8333,81.75,80,93,12.73,overcast clouds
523,Cedral,MX,23.8,-100.7333,78.94,45,65,1.92,broken clouds
524,Pangody,RU,65.85,74.4859,40.33,68,94,10.69,overcast clouds
525,Dawson Creek,CA,55.7666,-120.2362,64.04,48,0,18.41,clear sky
526,Emerald,AU,-23.5333,148.1667,58.33,83,0,8.79,clear sky
527,Savannah Bight,HN,16.45,-85.85,83.59,77,79,15.3,broken clouds
528,Konibodom,TJ,40.2843,70.4426,78.8,15,21,7.4,few clouds
529,Anchorage,US,61.2181,-149.9003,55.58,94,75,0.0,fog
530,Yamada,JP,39.4667,141.95,60.08,85,0,4.94,clear sky
531,Laguna,US,38.421,-121.4238,84.02,58,0,8.05,clear sky
532,Biltine,TD,14.5333,20.9167,82.6,54,99,5.39,overcast clouds
533,Buldana,IN,20.5333,76.1833,72.99,86,100,5.14,overcast clouds
534,Belyy Yar,RU,53.6039,91.3903,49.89,66,0,6.71,clear sky
535,Batagay-Alyta,RU,67.8006,130.4114,39.47,91,22,4.16,few clouds
536,Golyshmanovo,RU,56.3979,68.3728,56.35,61,4,8.88,clear sky
537,Sapa,PH,5.1544,120.3241,81.18,81,30,9.51,scattered clouds
538,Palmer,US,42.1584,-72.3287,82.24,55,34,3.58,scattered clouds
539,Imbituba,BR,-28.24,-48.6703,54.39,87,100,19.28,overcast clouds
540,Jacareacanga,BR,-6.2222,-57.7528,96.06,33,100,3.67,overcast clouds
541,Pokaran,IN,26.9167,71.9167,85.01,60,94,12.48,overcast clouds
542,Hopewell,US,37.3043,-77.2872,94.6,60,7,4.25,clear sky
543,Gualeguay,AR,-33.1416,-59.3097,55.17,30,0,9.55,clear sky
544,Torbat-E Jam,IR,35.244,60.6225,72.55,17,0,15.7,clear sky
545,Ayame,CI,5.6083,-3.1563,75.87,77,95,7.07,overcast clouds
546,Salalah,OM,17.0151,54.0924,76.26,88,99,3.51,overcast clouds
547,Harper,LR,4.375,-7.7169,76.19,86,97,10.31,moderate rain
548,Senanga,ZM,-16.1167,23.2667,74.07,20,8,5.03,clear sky
549,San Juan,AR,-31.5375,-68.5364,61.38,13,0,5.21,clear sky
550,Manado,ID,1.487,124.8455,74.17,94,20,1.14,few clouds
551,Sydney,AU,-33.8679,151.2073,56.59,92,0,4.61,clear sky
552,Patacamaya,BO,-17.2333,-67.9167,54.5,30,71,13.98,broken clouds
553,Tonantins,BR,-2.8731,-67.8022,94.64,39,81,2.48,broken clouds
554,Hobyo,SO,5.3505,48.5268,75.74,82,5,26.31,clear sky
555,Narsimhapur,IN,22.95,79.2,76.46,91,100,1.79,moderate rain
556,Benton,US,36.3334,-94.3335,88.36,67,93,1.01,overcast clouds
557,Horta,PT,38.5333,-28.6333,76.64,69,75,10.36,broken clouds
558,Tricase,IT,39.9304,18.3553,82.31,74,3,7.47,clear sky
559,Awjilah,LY,29.1081,21.2869,91.44,31,0,11.27,clear sky
